var1,var2,label1,label2,similarity,waves1,waves2,var_pair
q21_other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q21_other')"
q156a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6","Wave3, Wave4","('q156a', 'q75a')"
q156a,q74a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6","Wave3, Wave4","('q156a', 'q74a')"
q157a,q157b,a does china do more good or harm to the region,b does china do more good or harm to the region,1.0000000000000002,"Wave3, Wave5, Wave6",Wave3,"('q157a', 'q157b')"
q156a,q85a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6",Wave5,"('q156a', 'q85a')"
q156a,q84a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6",Wave5,"('q156a', 'q84a')"
q156a,q83a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6",Wave5,"('q156a', 'q83a')"
q156a,q82a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6","Wave4, Wave5","('q156a', 'q82a')"
q83a,q84a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave5,"('q83a', 'q84a')"
q97bother,q18_other,b other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q97bother')"
q186,q172,how close do you feel to asean asean countries only,how close do you feel to asean asean countries only,1.0000000000000002,"Wave5, Wave6","Wave4, Wave5","('q172', 'q186')"
q97bother,q179other,b other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q97bother')"
q97bother,q173other,b other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q97bother')"
q97bother,q145other,b other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q97bother')"
q97aother,q173other,a other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q97aother')"
q97aother,q145other,a other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q97aother')"
q97aother,q97other,a other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q97aother', 'q97other')"
q97aother,q97bother,a other specify responses,b other specify responses,1.0000000000000002,Wave6,Wave6,"('q97aother', 'q97bother')"
q97bother,q185Other,b other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q97bother')"
q83a,q82a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave4, Wave5","('q82a', 'q83a')"
q82a,q80a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave4, Wave5",Wave4,"('q80a', 'q82a')"
q82a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave4, Wave5","Wave3, Wave4","('q79a', 'q82a')"
q83a,q80a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave4,"('q80a', 'q83a')"
q83a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q79a', 'q83a')"
q83a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave3,"('q78a', 'q83a')"
q83a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q77a', 'q83a')"
q83a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q76a', 'q83a')"
q83a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q75a', 'q83a')"
q169,q182,general speaking the influence china has on our country is,general speaking the influence china has on our country is,1.0000000000000002,"Wave4, Wave5, Wave6","Wave5, Wave6","('q169', 'q182')"
q168,q181,how much influence does china have on our country,how much influence does china have on our country,1.0000000000000002,"Wave4, Wave5, Wave6","Wave5, Wave6","('q168', 'q181')"
q173other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q179other')"
q173other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q173other')"
q173other,q18_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q18_other')"
q185Other,q97aother,other specify responses,a other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q97aother')"
q18_other,q97aother,other specify responses,a other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q97aother')"
q18_other,q53other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q18_other', 'q53other')"
q185Other,q18_other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q185Other', 'q18_other')"
q185Other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q185Other')"
q18_other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q18_other')"
q18_other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q18_other')"
q54other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q54other')"
q97aother,q179other,a other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q97aother')"
q85a,q83a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave5,"('q83a', 'q85a')"
q85a,q82a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave4, Wave5","('q82a', 'q85a')"
q85a,q81a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave4,"('q81a', 'q85a')"
q85a,q80a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave4,"('q80a', 'q85a')"
q85a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q79a', 'q85a')"
q97other,q53other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q53other', 'q97other')"
q145other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q97other')"
q97other,q179other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q179other', 'q97other')"
q97other,q54other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q54other', 'q97other')"
q80a,q81a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,Wave4,"('q80a', 'q81a')"
q80a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave3, Wave4","('q79a', 'q80a')"
q84a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q76a', 'q84a')"
q85a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q77a', 'q85a')"
q85a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q76a', 'q85a')"
q85a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q75a', 'q85a')"
q85a,q74a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q74a', 'q85a')"
q85a,q84a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave5,"('q84a', 'q85a')"
q83a,q81a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave4,"('q81a', 'q83a')"
q84a,q82a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave4, Wave5","('q82a', 'q84a')"
q84a,q81a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave4,"('q81a', 'q84a')"
q84a,q80a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave4,"('q80a', 'q84a')"
q84a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q79a', 'q84a')"
q84a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave3,"('q78a', 'q84a')"
q84a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q77a', 'q84a')"
q83a,q74a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q74a', 'q83a')"
q82a,q81a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave4, Wave5",Wave4,"('q81a', 'q82a')"
q81a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave3, Wave4","('q79a', 'q81a')"
q81a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,Wave3,"('q78a', 'q81a')"
q82a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave4, Wave5","Wave3, Wave4","('q77a', 'q82a')"
q80a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,Wave3,"('q78a', 'q80a')"
q80a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave3, Wave4","('q77a', 'q80a')"
q81a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave3, Wave4","('q77a', 'q81a')"
q81a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave3, Wave4","('q76a', 'q81a')"
q81a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave3, Wave4","('q75a', 'q81a')"
q81a,q74a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave3, Wave4","('q74a', 'q81a')"
q81a,q156a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave5, Wave6","('q156a', 'q81a')"
q80a,q156a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave4,"Wave5, Wave6","('q156a', 'q80a')"
q82a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave4, Wave5",Wave3,"('q78a', 'q82a')"
q179other,q145other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q145other', 'q179other')"
q85a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,Wave3,"('q78a', 'q85a')"
q173other,q97other,other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q173other', 'q97other')"
q156a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6","Wave3, Wave4","('q156a', 'q79a')"
q156a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6",Wave3,"('q156a', 'q78a')"
q156a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6","Wave3, Wave4","('q156a', 'q77a')"
q156a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave5, Wave6","Wave3, Wave4","('q156a', 'q76a')"
q97aother,q34other,a other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q34other', 'q97aother')"
q84a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q75a', 'q84a')"
q84a,q74a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave5,"Wave3, Wave4","('q74a', 'q84a')"
q97other,q97bother,other specify responses,b other specify responses,1.0000000000000002,Wave6,Wave6,"('q97bother', 'q97other')"
q97bother,q54other,b other specify responses,other specify responses,1.0000000000000002,Wave6,Wave6,"('q54other', 'q97bother')"
q76a,q74a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q74a', 'q76a')"
q77a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q76a', 'q77a')"
q77a,q74a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q74a', 'q77a')"
q75a,q80a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4",Wave4,"('q75a', 'q80a')"
q76a,q82a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave4, Wave5","('q76a', 'q82a')"
q76a,q80a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4",Wave4,"('q76a', 'q80a')"
q76a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q76a', 'q79a')"
q77a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q75a', 'q77a')"
q75a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q75a', 'q79a')"
q75a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4",Wave3,"('q75a', 'q78a')"
q75a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q75a', 'q76a')"
q74a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q74a', 'q79a')"
q74a,q78a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4",Wave3,"('q74a', 'q78a')"
q74a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q74a', 'q75a')"
q74a,q82a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave4, Wave5","('q74a', 'q82a')"
q74a,q80a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4",Wave4,"('q74a', 'q80a')"
q78a,q77a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave3,"Wave3, Wave4","('q77a', 'q78a')"
q78a,q76a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave3,"Wave3, Wave4","('q76a', 'q78a')"
q77a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave3, Wave4","Wave3, Wave4","('q77a', 'q79a')"
q78a,q79a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,Wave3,"Wave3, Wave4","('q78a', 'q79a')"
q82a,q75a,a do you strongly agree or just agree with the chosen statement,a do you strongly agree or just agree with the chosen statement,1.0000000000000002,"Wave4, Wave5","Wave3, Wave4","('q75a', 'q82a')"
q97,q101,to what extent would you want our country to be democratic now,to what extent would you want our country to be democratic now,1.0,"Wave2, Wave3, Wave4, Wave5, Wave6","Wave1, Wave2, Wave3, Wave4, Wave5, Wave6","('q101', 'q97')"
q001,q1,how would you rate the overall economic condition of our country today,how would you rate the overall economic condition of our country today,1.0,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6","('q001', 'q1')"
q069,q60,for the sake of the family the individual should put his personal interests second,for the sake of the family the individual should put his personal interests second,1.0,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6","('q069', 'q60')"
q22,q20_3,third organization,third organization,1.0,"Wave3, Wave4, Wave5, Wave6",Wave2,"('q20_3', 'q22')"
q118,q120,which comes closer to your own view,which comes closer to your own view,1.0,"Wave1, Wave2, Wave3, Wave4, Wave5, Wave6","Wave1, Wave2, Wave3, Wave4, Wave5, Wave6","('q118', 'q120')"
q180,q167,which country should be a model for our own country s future development,which country should be a model for our own country s future development,1.0,"Wave5, Wave6","Wave4, Wave5, Wave6","('q167', 'q180')"
q004,q4,as for your own family how do you rate your economic situation today,as for your own family how do you rate your economic situation today,0.9999999999999999,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6","('q004', 'q4')"
q119b,q127a_2,b did you personally witness it or were you told about it by a family member or friend who personall,a_2 did you personally witness it or were you told about it by a family member or friend who persona,0.9800514118834348,Wave6,Wave5,"('q119b', 'q127a_2')"
q127a_3,q119c,a_3 did you personally witness it or were you told about it by a family member or friend who persona,c did you personally witness it or were you told about it by a family member or friend who personall,0.9789180411867456,Wave5,Wave6,"('q119c', 'q127a_3')"
q127a_1,q119a,a_1 did you personally witness it or were you told about it by a family member or friend who persona,a did you personally witness it or were you told about it by a family member or friend who personall,0.9651376778012735,Wave5,Wave6,"('q119a', 'q127a_1')"
q119c,q119b,c did you personally witness it or were you told about it by a family member or friend who personall,b did you personally witness it or were you told about it by a family member or friend who personall,0.9485931826370622,Wave6,Wave6,"('q119b', 'q119c')"
q41,q030,try to persuade others to vote for a certain candidate or party,did you try to persuade others to vote for a certain candidate or party,0.9373005320555385,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,"('q030', 'q41')"
q127a_2,q119c,a_2 did you personally witness it or were you told about it by a family member or friend who persona,c did you personally witness it or were you told about it by a family member or friend who personall,0.9296700879464534,Wave5,Wave6,"('q119c', 'q127a_2')"
