var1,var2,label1_short,label2_short,similarity,waves1,waves2,concept_id
q24,q007,how much trust do you have in your relatives,how much trust do you have in the courts,0.8949426699426699,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q007_q24
q007,q25,how much trust do you have in the courts,how much trust do you have in your neighbors,0.8949426699426699,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q007_q25
q25,q007,how much trust do you have in your neighbors,how much trust do you have in the courts,0.8949426699426699,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q007_q25
q008,q010,how much trust do you have in the national government,how much trust do you have in parliament,0.8651548137397193,Wave1,Wave1,q008_q010
q010,q008,how much trust do you have in parliament,how much trust do you have in the national government,0.8651548137397193,Wave1,Wave1,q008_q010
q008,q012,how much trust do you have in the national government,how much trust do you have in the military,0.8773659778376759,Wave1,Wave1,q008_q012
q012,q008,how much trust do you have in the military,how much trust do you have in the national government,0.8773659778376759,Wave1,Wave1,q008_q012
q008,q013,how much trust do you have in the national government,how much trust do you have in the police,0.8758358159549818,Wave1,Wave1,q008_q013
q013,q008,how much trust do you have in the police,how much trust do you have in the national government,0.8758358159549818,Wave1,Wave1,q008_q013
q008,q014,how much trust do you have in the national government,how much trust do you have in local government,0.8834489273373605,Wave1,Wave1,q008_q014
q014,q008,how much trust do you have in local government,how much trust do you have in the national government,0.8834489273373605,Wave1,Wave1,q008_q014
q008,q016,how much trust do you have in the national government,how much trust do you have in television,0.8626779212181397,Wave1,Wave1,q008_q016
q016,q008,how much trust do you have in television,how much trust do you have in the national government,0.8626779212181397,Wave1,Wave1,q008_q016
q008,q017,how much trust do you have in the national government,how much trust do you have in the election commission,0.8623340321453529,Wave1,Wave1,q008_q017
q017,q008,how much trust do you have in the election commission,how much trust do you have in the national government,0.8623340321453529,Wave1,Wave1,q008_q017
q008,q018,how much trust do you have in the national government,how much trust do you have in non governmental organizations,0.8589098532494758,Wave1,Wave1,q008_q018
q018,q008,how much trust do you have in non governmental organizations,how much trust do you have in the national government,0.8589098532494758,Wave1,Wave1,q008_q018
q008,q24,how much trust do you have in the national government,how much trust do you have in your relatives,0.8504359634076615,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q008_q24
q24,q008,how much trust do you have in your relatives,how much trust do you have in the national government,0.8504359634076615,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q008_q24
q009,q010,how much trust do you have in political parties,how much trust do you have in parliament,0.8931877566256065,Wave1,Wave1,q009_q010
q010,q009,how much trust do you have in parliament,how much trust do you have in political parties,0.8931877566256065,Wave1,Wave1,q009_q010
q009,q011,how much trust do you have in political parties,how much trust do you have in civil service,0.8866136337685075,Wave1,Wave1,q009_q011
q011,q009,how much trust do you have in civil service,how much trust do you have in political parties,0.8866136337685075,Wave1,Wave1,q009_q011
q009,q012,how much trust do you have in political parties,how much trust do you have in the military,0.8852648533499596,Wave1,Wave1,q009_q012
q012,q009,how much trust do you have in the military,how much trust do you have in political parties,0.8852648533499596,Wave1,Wave1,q009_q012
q009,q013,how much trust do you have in political parties,how much trust do you have in the police,0.8844158268010451,Wave1,Wave1,q009_q013
q013,q009,how much trust do you have in the police,how much trust do you have in political parties,0.8844158268010451,Wave1,Wave1,q009_q013
q009,q014,how much trust do you have in political parties,how much trust do you have in local government,0.858349739478324,Wave1,Wave1,q009_q014
q014,q009,how much trust do you have in local government,how much trust do you have in political parties,0.858349739478324,Wave1,Wave1,q009_q014
q009,q015,how much trust do you have in political parties,how much trust do you have in newspapers,0.8655043341213553,Wave1,Wave1,q009_q015
q015,q009,how much trust do you have in newspapers,how much trust do you have in political parties,0.8655043341213553,Wave1,Wave1,q009_q015
q009,q016,how much trust do you have in political parties,how much trust do you have in television,0.8725464826528656,Wave1,Wave1,q009_q016
q016,q009,how much trust do you have in television,how much trust do you have in political parties,0.8725464826528656,Wave1,Wave1,q009_q016
q009,q24,how much trust do you have in political parties,how much trust do you have in your relatives,0.8754690935541999,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q009_q24
q24,q009,how much trust do you have in your relatives,how much trust do you have in political parties,0.8754690935541999,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q009_q24
q010,q011,how much trust do you have in parliament,how much trust do you have in civil service,0.8655266757865936,Wave1,Wave1,q010_q011
q011,q010,how much trust do you have in civil service,how much trust do you have in parliament,0.8655266757865936,Wave1,Wave1,q010_q011
q010,q012,how much trust do you have in parliament,how much trust do you have in the military,0.9082904332904334,Wave1,Wave1,q010_q012
q012,q010,how much trust do you have in the military,how much trust do you have in parliament,0.9082904332904334,Wave1,Wave1,q010_q012
q010,q013,how much trust do you have in parliament,how much trust do you have in the police,0.8928571428571429,Wave1,Wave1,q010_q013
q013,q010,how much trust do you have in the police,how much trust do you have in parliament,0.8928571428571429,Wave1,Wave1,q010_q013
q010,q014,how much trust do you have in parliament,how much trust do you have in local government,0.8827555816686252,Wave1,Wave1,q010_q014
q014,q010,how much trust do you have in local government,how much trust do you have in parliament,0.8827555816686252,Wave1,Wave1,q010_q014
q010,q015,how much trust do you have in parliament,how much trust do you have in newspapers,0.8928571428571429,Wave1,Wave1,q010_q015
q015,q010,how much trust do you have in newspapers,how much trust do you have in parliament,0.8928571428571429,Wave1,Wave1,q010_q015
q010,q016,how much trust do you have in parliament,how much trust do you have in television,0.8928571428571429,Wave1,Wave1,q010_q016
q016,q010,how much trust do you have in television,how much trust do you have in parliament,0.8928571428571429,Wave1,Wave1,q010_q016
q010,q24,how much trust do you have in parliament,how much trust do you have in your relatives,0.882912457912458,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q010_q24
q24,q010,how much trust do you have in your relatives,how much trust do you have in parliament,0.882912457912458,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q010_q24
q010,q25,how much trust do you have in parliament,how much trust do you have in your neighbors,0.8644385026737967,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q010_q25
q25,q010,how much trust do you have in your neighbors,how much trust do you have in parliament,0.8644385026737967,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q010_q25
q011,q012,how much trust do you have in civil service,how much trust do you have in the military,0.8749692383413313,Wave1,Wave1,q011_q012
q012,q011,how much trust do you have in the military,how much trust do you have in civil service,0.8749692383413313,Wave1,Wave1,q011_q012
q011,q013,how much trust do you have in civil service,how much trust do you have in the police,0.8938845822566753,Wave1,Wave1,q011_q013
q013,q011,how much trust do you have in the police,how much trust do you have in civil service,0.8938845822566753,Wave1,Wave1,q011_q013
q011,q014,how much trust do you have in civil service,how much trust do you have in local government,0.8702529627706573,Wave1,Wave1,q011_q014
q014,q011,how much trust do you have in local government,how much trust do you have in civil service,0.8702529627706573,Wave1,Wave1,q011_q014
q011,q015,how much trust do you have in civil service,how much trust do you have in newspapers,0.8606247150022799,Wave1,Wave1,q011_q015
q015,q011,how much trust do you have in newspapers,how much trust do you have in civil service,0.8606247150022799,Wave1,Wave1,q011_q015
q011,q016,how much trust do you have in civil service,how much trust do you have in television,0.8969568405614916,Wave1,Wave1,q011_q016
q016,q011,how much trust do you have in television,how much trust do you have in civil service,0.8969568405614916,Wave1,Wave1,q011_q016
q011,q017,how much trust do you have in civil service,how much trust do you have in the election commission,0.8616498464238701,Wave1,Wave1,q011_q017
q017,q011,how much trust do you have in the election commission,how much trust do you have in civil service,0.8616498464238701,Wave1,Wave1,q011_q017
q011,q24,how much trust do you have in civil service,how much trust do you have in your relatives,0.8806980453247283,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q011_q24
q24,q011,how much trust do you have in your relatives,how much trust do you have in civil service,0.8806980453247283,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q011_q24
q011,q25,how much trust do you have in civil service,how much trust do you have in your neighbors,0.8507550588945938,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q011_q25
q25,q011,how much trust do you have in your neighbors,how much trust do you have in civil service,0.8507550588945938,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q011_q25
q012,q013,how much trust do you have in the military,how much trust do you have in the police,0.9097883597883598,Wave1,Wave1,q012_q013
q013,q012,how much trust do you have in the police,how much trust do you have in the military,0.9097883597883598,Wave1,Wave1,q012_q013
q012,q014,how much trust do you have in the military,how much trust do you have in local government,0.8680730419860854,Wave1,Wave1,q012_q014
q014,q012,how much trust do you have in local government,how much trust do you have in the military,0.8680730419860854,Wave1,Wave1,q012_q014
q012,q015,how much trust do you have in the military,how much trust do you have in newspapers,0.8702380952380953,Wave1,Wave1,q012_q015
q015,q012,how much trust do you have in newspapers,how much trust do you have in the military,0.8702380952380953,Wave1,Wave1,q012_q015
q012,q016,how much trust do you have in the military,how much trust do you have in television,0.8932539682539683,Wave1,Wave1,q012_q016
q016,q012,how much trust do you have in television,how much trust do you have in the military,0.8932539682539683,Wave1,Wave1,q012_q016
q012,q017,how much trust do you have in the military,how much trust do you have in the election commission,0.866772640357546,Wave1,Wave1,q012_q017
q017,q012,how much trust do you have in the election commission,how much trust do you have in the military,0.866772640357546,Wave1,Wave1,q012_q017
q012,q24,how much trust do you have in the military,how much trust do you have in your relatives,0.9008695982380193,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q012_q24
q24,q012,how much trust do you have in your relatives,how much trust do you have in the military,0.9008695982380193,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q012_q24
q012,q25,how much trust do you have in the military,how much trust do you have in your neighbors,0.8686267436267436,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q012_q25
q25,q012,how much trust do you have in your neighbors,how much trust do you have in the military,0.8686267436267436,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q012_q25
q012,q26,how much trust do you have in the military,how much trust do you have in other people you interact with,0.8580526519550908,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q012_q26
q26,q012,how much trust do you have in other people you interact with,how much trust do you have in the military,0.8580526519550908,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q012_q26
q013,q014,how much trust do you have in the police,how much trust do you have in local government,0.8782510771641207,Wave1,Wave1,q013_q014
q014,q013,how much trust do you have in local government,how much trust do you have in the police,0.8782510771641207,Wave1,Wave1,q013_q014
q013,q015,how much trust do you have in the police,how much trust do you have in newspapers,0.8833333333333333,Wave1,Wave1,q013_q015
q015,q013,how much trust do you have in newspapers,how much trust do you have in the police,0.8833333333333333,Wave1,Wave1,q013_q015
q013,q016,how much trust do you have in the police,how much trust do you have in television,0.9194444444444444,Wave1,Wave1,q013_q016
q016,q013,how much trust do you have in television,how much trust do you have in the police,0.9194444444444444,Wave1,Wave1,q013_q016
q013,q017,how much trust do you have in the police,how much trust do you have in the election commission,0.8865223351072407,Wave1,Wave1,q013_q017
q017,q013,how much trust do you have in the election commission,how much trust do you have in the police,0.8865223351072407,Wave1,Wave1,q013_q017
q013,q24,how much trust do you have in the police,how much trust do you have in your relatives,0.8994471744471745,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q013_q24
q24,q013,how much trust do you have in your relatives,how much trust do you have in the police,0.8994471744471745,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q013_q24
q013,q25,how much trust do you have in the police,how much trust do you have in your neighbors,0.8663419913419912,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q013_q25
q25,q013,how much trust do you have in your neighbors,how much trust do you have in the police,0.8663419913419912,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q013_q25
q014,q015,how much trust do you have in local government,how much trust do you have in newspapers,0.859575569358178,Wave1,Wave1,q014_q015
q015,q014,how much trust do you have in newspapers,how much trust do you have in local government,0.859575569358178,Wave1,Wave1,q014_q015
q014,q016,how much trust do you have in local government,how much trust do you have in television,0.8827555816686252,Wave1,Wave1,q014_q016
q016,q014,how much trust do you have in television,how much trust do you have in local government,0.8827555816686252,Wave1,Wave1,q014_q016
q014,q018,how much trust do you have in local government,how much trust do you have in non governmental organizations,0.8701032059727711,Wave1,Wave1,q014_q018
q018,q014,how much trust do you have in non governmental organizations,how much trust do you have in local government,0.8701032059727711,Wave1,Wave1,q014_q018
q014,q24,how much trust do you have in local government,how much trust do you have in your relatives,0.8729350359785142,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q014_q24
q24,q014,how much trust do you have in your relatives,how much trust do you have in local government,0.8729350359785142,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q014_q24
q014,q25,how much trust do you have in local government,how much trust do you have in your neighbors,0.8592297831428266,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q014_q25
q25,q014,how much trust do you have in your neighbors,how much trust do you have in local government,0.8592297831428266,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q014_q25
q015,q016,how much trust do you have in newspapers,how much trust do you have in television,0.8901960784313725,Wave1,Wave1,q015_q016
q016,q015,how much trust do you have in television,how much trust do you have in newspapers,0.8901960784313725,Wave1,Wave1,q015_q016
q015,q24,how much trust do you have in newspapers,how much trust do you have in your relatives,0.8758658008658009,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q015_q24
q24,q015,how much trust do you have in your relatives,how much trust do you have in newspapers,0.8758658008658009,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q015_q24
q015,q25,how much trust do you have in newspapers,how much trust do you have in your neighbors,0.8546345811051692,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q015_q25
q25,q015,how much trust do you have in your neighbors,how much trust do you have in newspapers,0.8546345811051692,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q015_q25
q016,q017,how much trust do you have in television,how much trust do you have in the election commission,0.8779753265602321,Wave1,Wave1,q016_q017
q017,q016,how much trust do you have in the election commission,how much trust do you have in television,0.8779753265602321,Wave1,Wave1,q016_q017
q016,q018,how much trust do you have in television,how much trust do you have in non governmental organizations,0.8555555555555554,Wave1,Wave1,q016_q018
q018,q016,how much trust do you have in non governmental organizations,how much trust do you have in television,0.8555555555555554,Wave1,Wave1,q016_q018
q016,q24,how much trust do you have in television,how much trust do you have in your relatives,0.9115629984051036,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q016_q24
q24,q016,how much trust do you have in your relatives,how much trust do you have in television,0.9115629984051036,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q016_q24
q016,q25,how much trust do you have in television,how much trust do you have in your neighbors,0.8663419913419912,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q016_q25
q25,q016,how much trust do you have in your neighbors,how much trust do you have in television,0.8663419913419912,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q016_q25
q018_3,q018_4,trust private enterprises,trust foreign enterprises,0.8615873015873016,Wave1,Wave1,q018_3_q018_4
q018_4,q018_3,trust foreign enterprises,trust private enterprises,0.8615873015873016,Wave1,Wave1,q018_3_q018_4
q031,q42,did you do anything else to help or show your support for a party or candidate running in the ele...,did you do anything else to help out or work for a party or candidate running in the election,0.8731563219022999,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q031_q42
q42,q031,did you do anything else to help out or work for a party or candidate running in the election,did you do anything else to help or show your support for a party or candidate running in the ele...,0.8731563219022999,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q031_q42
q032,q034,asked to vote for a particular candidate family member relative,asked to vote for a particular candidate neighbor friend,0.8721693121693121,Wave1,Wave1,q032_q034
q034,q032,asked to vote for a particular candidate neighbor friend,asked to vote for a particular candidate family member relative,0.8721693121693121,Wave1,Wave1,q032_q034
q032,q035,asked to vote for a particular candidate family member relative,asked to vote for a particular candidate community leaders,0.8880854139474829,Wave1,Wave1,q032_q035
q035,q032,asked to vote for a particular candidate community leaders,asked to vote for a particular candidate family member relative,0.8880854139474829,Wave1,Wave1,q032_q035
q032,q043,asked to vote for a particular candidate family member relative,asked to vote for a particular candidate others,0.8668306673625823,Wave1,Wave1,q032_q043
q043,q032,asked to vote for a particular candidate others,asked to vote for a particular candidate family member relative,0.8668306673625823,Wave1,Wave1,q032_q043
q034,q035,asked to vote for a particular candidate neighbor friend,asked to vote for a particular candidate community leaders,0.8862010321369926,Wave1,Wave1,q034_q035
q035,q034,asked to vote for a particular candidate community leaders,asked to vote for a particular candidate neighbor friend,0.8862010321369926,Wave1,Wave1,q034_q035
q034,q036,asked to vote for a particular candidate neighbor friend,asked to vote for a particular candidate superior at work school,0.8586309523809523,Wave1,Wave1,q034_q036
q036,q034,asked to vote for a particular candidate superior at work school,asked to vote for a particular candidate neighbor friend,0.8586309523809523,Wave1,Wave1,q034_q036
q034,q040,asked to vote for a particular candidate neighbor friend,asked to vote for a particular candidate government official whom you don t know,0.8519841269841268,Wave1,Wave1,q034_q040
q040,q034,asked to vote for a particular candidate government official whom you don t know,asked to vote for a particular candidate neighbor friend,0.8519841269841268,Wave1,Wave1,q034_q040
q034,q043,asked to vote for a particular candidate neighbor friend,asked to vote for a particular candidate others,0.9129320049532815,Wave1,Wave1,q034_q043
q043,q034,asked to vote for a particular candidate others,asked to vote for a particular candidate neighbor friend,0.9129320049532815,Wave1,Wave1,q034_q043
q035,q036,asked to vote for a particular candidate community leaders,asked to vote for a particular candidate superior at work school,0.8677608311229,Wave1,Wave1,q035_q036
q036,q035,asked to vote for a particular candidate superior at work school,asked to vote for a particular candidate community leaders,0.8677608311229,Wave1,Wave1,q035_q036
q035,q040,asked to vote for a particular candidate community leaders,asked to vote for a particular candidate government official whom you don t know,0.8516359144988909,Wave1,Wave1,q035_q040
q040,q035,asked to vote for a particular candidate government official whom you don t know,asked to vote for a particular candidate community leaders,0.8516359144988909,Wave1,Wave1,q035_q040
q035,q043,asked to vote for a particular candidate community leaders,asked to vote for a particular candidate others,0.9239422841770604,Wave1,Wave1,q035_q043
q043,q035,asked to vote for a particular candidate others,asked to vote for a particular candidate community leaders,0.9239422841770604,Wave1,Wave1,q035_q043
q036,q043,asked to vote for a particular candidate superior at work school,asked to vote for a particular candidate others,0.8901817375886525,Wave1,Wave1,q036_q043
q043,q036,asked to vote for a particular candidate others,asked to vote for a particular candidate superior at work school,0.8901817375886525,Wave1,Wave1,q036_q043
q037,q040,asked to vote for a particular candidate owners of the firm unit that you work for,asked to vote for a particular candidate government official whom you don t know,0.8567516889957633,Wave1,Wave1,q037_q040
q040,q037,asked to vote for a particular candidate government official whom you don t know,asked to vote for a particular candidate owners of the firm unit that you work for,0.8567516889957633,Wave1,Wave1,q037_q040
q039,q040,asked to vote for a particular candidate government official whom you know personally,asked to vote for a particular candidate government official whom you don t know,0.9453049401578812,Wave1,Wave1,q039_q040
q040,q039,asked to vote for a particular candidate government official whom you don t know,asked to vote for a particular candidate government official whom you know personally,0.9453049401578812,Wave1,Wave1,q039_q040
q039,q041,asked to vote for a particular candidate government official whom you know personally,asked to vote for a particular candidate candidate party activist whom you know personally,0.8580294690975805,Wave1,Wave1,q039_q041
q041,q039,asked to vote for a particular candidate candidate party activist whom you know personally,asked to vote for a particular candidate government official whom you know personally,0.8580294690975805,Wave1,Wave1,q039_q041
q040,q042,asked to vote for a particular candidate government official whom you don t know,asked to vote for a particular candidate candidate party activist whom you dont know,0.8663117594455622,Wave1,Wave1,q040_q042
q042,q040,asked to vote for a particular candidate candidate party activist whom you dont know,asked to vote for a particular candidate government official whom you don t know,0.8663117594455622,Wave1,Wave1,q040_q042
q041,q042,asked to vote for a particular candidate candidate party activist whom you know personally,asked to vote for a particular candidate candidate party activist whom you dont know,0.9522712608078461,Wave1,Wave1,q041_q042
q042,q041,asked to vote for a particular candidate candidate party activist whom you dont know,asked to vote for a particular candidate candidate party activist whom you know personally,0.9522712608078461,Wave1,Wave1,q041_q042
q051,q052,influential government official whom you know personally,influential government official whom you don t know,0.9154119981325862,Wave1,Wave1,q051_q052
q052,q051,influential government official whom you don t know,influential government official whom you know personally,0.9154119981325862,Wave1,Wave1,q051_q052
q053,q054,influential candidate party activist whom you know personally,influential candidate party activist whom you don t know,0.92270373970807,Wave1,Wave1,q053_q054
q054,q053,influential candidate party activist whom you don t know,influential candidate party activist whom you know personally,0.92270373970807,Wave1,Wave1,q053_q054
q056,q49,how interested would you say you are interested in politics,how interested would you say you are in politics,0.9066031073446328,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q056_q49
q49,q056,how interested would you say you are in politics,how interested would you say you are interested in politics,0.9066031073446328,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q056_q49
q057,q058,how often do you follow news about politics,how often do you follow news about politics in the daily newspaper,0.8838383838383838,Wave1,Wave1,q057_q058
q058,q057,how often do you follow news about politics in the daily newspaper,how often do you follow news about politics,0.8838383838383838,Wave1,Wave1,q057_q058
q057,q059,how often do you follow news about politics,how often do you follow news about politics on television,0.9181286549707602,Wave1,Wave1,q057_q059
q059,q057,how often do you follow news about politics on television,how often do you follow news about politics,0.9181286549707602,Wave1,Wave1,q057_q059
q057,q060,how often do you follow news about politics,how often do you follow news about politics on the radio,0.9226190476190476,Wave1,Wave1,q057_q060
q060,q057,how often do you follow news about politics on the radio,how often do you follow news about politics,0.9226190476190476,Wave1,Wave1,q057_q060
q057,q50,how often do you follow news about politics,how often do you follow news about politics and government,0.9137931034482758,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q057_q50
q50,q057,how often do you follow news about politics and government,how often do you follow news about politics,0.9137931034482758,"Wave2, Wave3, Wave4, Wave5, Wave6",Wave1,q057_q50
q057a,q058,how often do you follow news about politics in the daily newspaper television and radio,how often do you follow news about politics in the daily newspaper,0.9195402298850575,Wave1,Wave1,q057a_q058
q058,q057a,how often do you follow news about politics in the daily newspaper,how often do you follow news about politics in the daily newspaper television and radio,0.9195402298850575,Wave1,Wave1,q057a_q058
q057a,q059,how often do you follow news about politics in the daily newspaper television and radio,how often do you follow news about politics on television,0.8645896350070578,Wave1,Wave1,q057a_q059
q059,q057a,how often do you follow news about politics on television,how often do you follow news about politics in the daily newspaper television and radio,0.8645896350070578,Wave1,Wave1,q057a_q059
q057a,q060,how often do you follow news about politics in the daily newspaper television and radio,how often do you follow news about politics on the radio,0.8693212917350849,Wave1,Wave1,q057a_q060
q060,q057a,how often do you follow news about politics on the radio,how often do you follow news about politics in the daily newspaper television and radio,0.8693212917350849,Wave1,Wave1,q057a_q060
q058,q059,how often do you follow news about politics in the daily newspaper,how often do you follow news about politics on television,0.8909858822139524,Wave1,Wave1,q058_q059
q059,q058,how often do you follow news about politics on television,how often do you follow news about politics in the daily newspaper,0.8909858822139524,Wave1,Wave1,q058_q059
q058,q060,how often do you follow news about politics in the daily newspaper,how often do you follow news about politics on the radio,0.8966249799583134,Wave1,Wave1,q058_q060
q060,q058,how often do you follow news about politics on the radio,how often do you follow news about politics in the daily newspaper,0.8966249799583134,Wave1,Wave1,q058_q060
q058,q50,how often do you follow news about politics in the daily newspaper,how often do you follow news about politics and government,0.8835952235431741,Wave1,"Wave2, Wave3, Wave4, Wave5, Wave6",q058_q50
